Var1,Var2,Var3,Var4
MCLACCYSR,"3-Mercaptolactate:Cysteine Reductase",0,0.00412300000005804
MCLOR,"3-Mercaptolactate:NAD+ Oxidoreductase",-0.00412300000005804,0
MCOATAm,"Malonyl Coenzyme A-Acp Transacylase, Mitochondrial",0,0
MCPST,"3-Mercaptopyruvate Sulfurtransferase",0,0
MDHm,"Malate Dehydrogenase, Mitochondrial",-1000,1000
MDRPD," 5-Methylthio-5-Deoxy-D-Ribulose 1-Phosphate Dehydratase",0,225.997430260728
ME1m,"Malic Enzyme (NAD), Mitochondrial",0,1000
ME2,"Malic Enzyme (NADP)",0,1000
ME2m,"Malic Enzyme (NADP), Mitochondrial",0,1000
MECOALm,"Mesaconate- Coenzyme A Ligase (ADP-Forming), Mitochondrial",0,1000
MECOAS1m,"Mesaconate- Coenzyme A Ligase (GDP-Forming)",-1000,0
MELATN23DOX,"Melatonin:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)",0,0.0119700000002112
MELATNOX,"Melatonin:NADP Oxidoreductase",0,1000
MEOHt2,"Methanol Diffusion",-422.746963765757,0
MEOHtly,"Methanol Transporter, Lysosomal",0,1000
MEOHtr,"Methanol Transporter, Endoplasmic Reticulum",0,0
MEPIVESSte,"Metanephrine Secretion via Secretory Vesicle (ATP Driven)",0,1000
MERCPLACCYSt,"3-Mercaptolactate-Cysteine Disulfide Transport, Extracellular",0,0.00412300000005804
MESCOALm,"Mesaconyl Coenzyme A Pyruvate-Lyase",0,0
METAT,"Methionine Adenosyltransferase",0,580.338279345038
METLEUex,"Methionine/Leucine Exchange (Met In)",0,1000
METS,"Methionine Synthase",0,580.33714638208
METt4,"L-Methionine Transport in via Sodium Symport",0,1000
METtec,"L-Methionine Transport via Diffusion (Extracellular to Cytosol)",-1000,1000
MEVK1x,"Mevalonate Kinase (ATP)",0,454.228058779845
MG1er,"Mannosyl-Oligosaccharide Glucosidase, Endoplasmic Reticulum",0,125
MG2er,"Mannosyl-Oligosaccharide Glucosidase, Endoplasmic Reticulum",0,125
MG3er,"Mannosyl-Oligosaccharide Glucosidase, Endoplasmic Reticulum",0,125
MGACONm,"Methylglutaconase, Mitochondrial",0,0
MGCHrm,"Methylglutaconyl Coenzyme A Hydratase (Reversible), Mitochondrial",-473.055252868751,0.0917700000027253
MGSA,"Methylglyoxal Synthase",0,640.927261015683
MGSA2,"Methyglyoxylate Synthase 2 (from G3P)",0,640.927261015682
MHISOR,"N-Methylhistamine:Oxygen Oxidoreductase (Deaminating)",0,0.0172900000000351
MI13456PK,"Inositol-1, 3, 4, 5, 6-Pentakisphosphate 2-Kinase",0,606.917278380351
MI13456Ptn,"Inositol 1, 3, 4, 5, 6-Pentakisphosphate Nuclear Transport (Diffusion)",-606.91727838035,0
MI1345PKn,"Inositol-1, 3, 4, 5-Triphosphate 6-Kinase, Nucleus",0,0
MI1345PP,"Inositol-1, 3, 4, 5-Trisphosphate 5-Phosphatase",0,1000
MI1346PKn,"Inositol-1, 3, 4, 6-Tetrakisphosphate 5-Kinase, Nucleus",0,0
MI1346Ptn,"1D-Myo-Inositol 1, 3, 4, 6-Tetrakisphosphate Nuclear Transport (Diffusion)",0,0
MI134P4P,"Inositol-1, 3, 4-Trisphosphate 4-Phosphatase",0,553.55809758805
MI134PK,"Inositol-1, 3, 4-Trisphosphate 6-Kinase",0,0
MI134PP,"Inositol-1, 3, 4-Trisphosphate 1-Phosphatase",0,553.558097588048
MI13PP,"Inositol-1, 3-Bisphosphate 3-Phosphatase",0,553.55809758805
MI1456PKn,"Inositol-1, 4, 5, 6- Tetrakisphosphate 3-Kinase, Nucleus",0,0
MI145P6Kn,"Inositol-1, 4, 5-Triphosphate 6-Kinase, Nucleus",0,0
MI145PK,"Inositol-1, 4, 5-Trisphosphate 3-Kinase",0,1000
MI145PKn,"Inositol-1, 4, 5-Trisphosphate 3-Kinase, Nucleus",0,0
MI145PP,"Inositol-1, 4, 5-Trisphosphate 5-Phosphatase",0,830.337146382075
MI14P4P,"Inositol-1, 4-Bisphosphate 4-Phosphatase",0,1000
MI14PP,"Inositol-1, 4-Bisphosphate 1-Phosphatase",0,1000
MI14Ptn,"Inositol 1, 4-Bisphosphate Nuclear Transport (Diffusion)",-1000,0
MI1P_Dtn,"Inositol 1-Phosphate Nuclear Transport (Diffusion)",-1000,0
MI1PS,"Myo-Inositol-1-Phosphate Synthase",0,702.616408251577
MI3456PK,"Inositol-3, 4, 5, 6-Tetrakisphosphate 1-Kinase",0,0
MI34PP,"Inositol-3, 4-Bisphosphate 4-Phosphatase",0,553.55809758805
MINOHPtn,"Inositol Hexakisphosphate Nuclear Transport (Diffusion)",-1000,0
MLTG1,"Maltodextrin Glucosidase (Maltotriose)",0,0
MLTG1e,"Maltodextrin Glucosidase (Maltotriose), Extracellular",0,0
MLTG1ly,"Maltodextrin Glucosidase (Maltotriose), Lysosomal",0,0
MM5ag,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MM5bg,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,125
MM5cg,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,125
MM6ag,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MM6B1ag,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,125
MM6B1bg,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,125
MM6B2g,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,125
MM6bg,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MM7Ag,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MM7B1g,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,125
MM7B2g,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,125
MM7Cag,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MM7Cbg,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MM8Ag,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MM8Ber,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Endoplasmic Reticulum",0,125
MM8Cg,"Mannosyl-Oligosaccharide 1, 2-Alpha-Mannosidase, Golgi Apparatus",0,111.111111111111
MMCD,"Methylmalonyl Coenzyme A Decarboxylase",0,0
MMCDm,"Methylmalonyl Coenzyme A Decarboxylase, Mitochondrial",0,1000
MMCDp,"Methylmalonyl Coenzyme A Decarboxylase, Peroxisomal",0,0
MMEm,"Methylmalonyl Coenzyme A Epimerase/Racemase",-445.756769085803,1000
MMMm,"Methylmalonyl Coenzyme A Mutase",-736.140358987136,445.756769085806
MMSAD1m,"Methylmalonate-Semialdehyde Dehydrogenase",0,1000
MMSAD3m,"Methylmalonate-Semialdehyde Dehydrogenase (Malonic Semialdehyde), Mitochondrial",0,1000
MMTSADm,"Malonate-Semialdehyde Dehydrogenase (Acetylating), Mitochondrial",0,1000
MOGAT,"Monoacylglycerol Acyltransferase",0,1000
MTAP,"5'-Methylthioadenosine Phosphorylase",0,225.997430260728
MTHFCm,"Methenyltetrahydrifikate Cyclohydrolase, Mitochondrial",-1000,1000
MTHFD2m,"Methylenetetrahydrofolate Dehydrogenase (NAD), Mitochondrial",-1000,1000
MTHFDm,"Methylenetetrahydrofolate Dehydrogenase (NADP), Mitochondrial",-1000,1000
MTHGXLt,"Methylglyoxal Transport (Cytosol to Extracellular)",0,1000
N2M2NMASNt,"N2M2Nmasn Transport, Golgi to Extracellular",0,125
N2M2NMASNtly,"N2M2Nmasn Transport, Extracellular to Lysosome",0,125
N3Tg,"N-Acetylgalactosamine 3-Beta-Galactosyltransferase, Golgi Apparatus",0,40.3370269368016
N4Tg,"N-Acetylgalactosamine 4-Beta-Galactosyltransferase, Golgi Apparatus",0,166.666666666667
NABTNO,"N4-Acetylaminobutanal:NAD+ Oxidoreductase",0,155.088324828216
NABTNOm,"N4-Acetylaminobutanal:NAD+ Oxidoreductase, Mitochondrial",0,0
NACASPAH,"N-Acetyl-L-Aspartate Amidohydrolase",0,1000
NACASPtm,"N-Acetyl-L-Aspartate Transport (Mitochondria to Cytosol)",0,1000
NACHEX10ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355132
NACHEX11ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355136
NACHEX12ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355134
NACHEX13ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355121
NACHEX14ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355134
NACHEX15ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355134
NACHEX16ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355134
NACHEX17ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355134
NACHEX18ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355131
NACHEX19ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355136
NACHEX1ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,49.9580603385152
NACHEX20ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355135
NACHEX21ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355135
NACHEX22ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,11.1489438355135
NACHEX23ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,40.3370269368019
NACHEX24ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,40.3370269368018
NACHEX25ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,40.3370269368016
NACHEX26ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,37.6021230519884
NACHEX27ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,163.841341032018
NACHEX2ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,49.9580603385152
NACHEX3ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,39.2564488272268
NACHEX4ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,49.9580603385153
NACHEX5ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,49.9580603385148
NACHEX6ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,35.8646947692019
NACHEX7ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,35.8646947692022
NACHEX8ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,31.4312544384383
NACHEX9ly,"Beta-N-Acetylhexosaminidase, Lysosomal",0,31.4312544384385
NACHEXA10ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355134
NACHEXA11ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355135
NACHEXA12ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355137
NACHEXA13ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355135
NACHEXA14ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355138
NACHEXA15ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355135
NACHEXA16ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355135
NACHEXA17ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355134
NACHEXA18ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355129
NACHEXA19ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355133
NACHEXA1ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,49.9580603385148
NACHEXA20ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,40.3370269368018
NACHEXA21ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,40.3370269368017
NACHEXA22ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,37.6021230519882
NACHEXA2ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,39.2564488272266
NACHEXA3ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,49.9580603385155
NACHEXA4ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,49.9580603385156
NACHEXA5ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,35.864694769202
NACHEXA6ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,35.8646947692022
NACHEXA7ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,31.4312544384383
NACHEXA8ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,31.4312544384386
NACHEXA9ly,"Beta-N-Acetylhexosaminidase A, Lysosomal",0,11.1489438355131
NACUP,"Uptake of Nicotinic Acid ",0,1000
NADHtpu,"NADH Transporter, Peroxisome",0,1000
NADHtru,"NADH Transporter, Endoplasmic Reticulum",0,1000
NADNe,"NAD Nucleosidase, Extracellular",0,0
NADPHtru,"Transport of NADPH, Endoplasmic Reticulum",0,1000
NADPHtxu,"Transport of NADPH, Peroxisome",0,1000
NADPN,"NADP Nucleosidase",0,81.5231720581675
NADPNe,"Transport of NADP Nucleosidase, Extracellular",0,0
NADPtru,"Transport of NADP, Endoplasmic Reticulum",0,1000
NADPtxu,"Transport of NADP, Peroxisome",0,1000
NADtn,"Transport of NAD, Nuclear Through Pores",0,1000
NADtpu,"Transport of NAD, Peroxisome",0,1000
NADtru,"Transport of NAD, Endoplasmic Reticulum",0,1000
NAGA2ly,"N-Acetylgalactosaminidase, Alpha-",0,166.666666666667
NAGAlby,"N-Acetylgalactosaminidase, Beta-",0,250
NAGAly,"N-Acetylgalactosaminidase, Alpha-",0,166.666666666667
NAGLCAly,"N-Acetylglucosaminidase, Lysosomal",0,166.666666666667
NAHCO3_HCLt,"Bicarbonate Transport (HCl/ (Hcl/NaHCO3 Exchange)",-1000,1000
NAIt,"Na+ / Iodide Symport",-1000,1000
NaKt,"Na+/K+ Exchanging ATPase",0,1000
NAt,"Sodium Transport (Uniport)",-1000,1000
NAt3_1g,"Sodium Proton Antiporter (H:Na Is 1:1)",0,3.97903932025656e-13
NAt5,"Sodium/Ammonium Proton Antiporter",-1000,1000
NAtx,"Sodium Transport via Diffusion (Perioxisome)",-1000,1000
NBAHH_ir,"Nalpha- (Beta-Alanyl)-L-Histidine Hydrolase Ir",0,1000
NCAMUP,"Uptake of Nicotinamide Acid ",0,1000
NCCt,"Na+-Cl- Symport",0,1000
NCKt,"Na+/Ca2+-K+ Antiport",-1000,1000
NCNt,"Na+/Ca2+-NH4+ Antiport",-1000,1000
NDP10ex,"Nucleoside-Diphosphatase (IDP), Extracellular",0,0
NDP3ex,"Nucleoside-Diphosphatase (GDP), Extracellular",0,0
NDP6,"Nucleoside-Diphosphatase (dCDP)",0,1000
NDP7er,"Nucleoside-Diphosphatase (UDP), Endoplasmic Reticulum",0,1000
NDP7ex,"Nucleoside-Diphosphatase (UDP), Extracellular",0,386.891430921381
NDP7g,"Nucleoside-Diphosphatase (UDP), Golgi Apparatus",0,500
NDP8,"Nucleoside-Diphosphatase (dUDP)",0,1000
NDP8ex,"Nucleoside-Diphosphatase (UTP), Extracellular",0,386.89143092138
NDPK10,"Nucleoside-Diphosphate Kinase (ATP:DIDP)",-1000,1000
NDPK10m,"Nucleoside-Diphosphate Kinase (ATP:DIDP), Mitochondrial",0,0
NDPK10n,"Nucleoside-Diphosphate Kinase (ATP:DIDP), Nuclear",-1000,1000
NDPK1m,"Nucleoside-Diphosphate Kinase (ATP:GDP), Mitochondrial",-1000,1000
NDPK1n,"Nucleoside-Diphosphate Kinase (ATP:GDP), Nuclear",-1000,1000
NDPK2m,"Nucleoside-Diphosphate Kinase (ATP:UDP), Mitochondrial",-1000,0
NDPK2n,"Nucleoside-Diphosphate Kinase (ATP:UDP), Nuclear",-1000,1000
NDPK3m,"Nucleoside-Diphosphate Kinase (ATP:CDP), Mitochondrial",0,1000
NDPK3n,"Nucleoside-Diphosphate Kinase (ATP:CDP), Nuclear",-1000,1000
NDPK4m,"Nucleoside-Diphosphate Kinase (ATP:dTDP), Mitochondrial",0,1000
NDPK4n,"Nucleoside-Diphosphate Kinase (ATP:dTDP), Nuclear",-1000,1000
NDPK5m,"Nucleoside-Diphosphate Kinase (ATP:dGDP), Mitochondrial",0,1000
NDPK5n,"Nucleoside-Diphosphate Kinase (ATP:dGDP), Nuclear",-1000,1000
NDPK6m,"Nucleoside-Diphosphate Kinase (ATP:dUDP), Mitochondrial",-1000,1000
NDPK6n,"Nucleoside-Diphosphate Kinase (ATP:dUDP), Nuclear",-1000,1000
NDPK7m,"Nucleoside-Diphosphate Kinase (ATP:dCDP), Mitochondrial",0,52.1115534552305
NDPK7n,"Nucleoside-Diphosphate Kinase (ATP:dCDP), Nuclear",-1000,1000
NDPK8m,"Nucleoside-Diphosphate Kinase (ATP:dADP), Mitochondrial",0,1000
NDPK8n,"Nucleoside-Diphosphate Kinase (ATP:dADP), Nuclear",-1000,1000
NDPK9m,"Nucleoside-Diphosphate Kinase (ATP:IDP), Mitochondrial",0,0
NDPK9n,"Nucleoside-Diphosphate Kinase (ATP:IDP), Nuclear",-1000,1000
NH4t3r,"Transport of Ammonium ion via Proton Antiport",-1000,1000
NH4tn,"Transport of Ammonium ion, Nuclear ",-1000,1000
NH4tp,"Transport of Ammonium ion, Peroxisomal ",-1000,0
NICRNS,"Nicotinate D-Ribonucleoside Kinase",0,1000
NICRNTtn,"Transport of Nicotinate D-Ribonucleotide, Nuclear through Pore",0,1000
NIFEDIPINEte,"Transport of Xenobiotic",0,0
NKCC2t,"Na+-K+-Cl- Symport (NH4+)",-1000,1000
NKCCt,"Na+-K+-Cl- Symport",-1000,1000
NMNATm,"Nicotinamide-Nucleotide Adenylyltransferase, Mitochondrial",0,1000
NMNATn,"Nicotinamide-Nucleotide Adenylyltransferase",0,1000
NMNATr,"Nicotinamide-Nucleotide Adenylyltransferase",-1000,1000
NMNS,"Nicotinamide Ribotide (NMN) Synthetase",0,1000
NMNtn,"Transport of Nicotinamide Ribotide, Nuclear through Pore",0,1000
NMPTRCOX,"N-Methylputrescine:Oxygen Oxidoreductase (Deaminating)",0,0
NNATm,"Nicotinate-Nucleotide Adenylyltransferase, Mitochondrial",0,0
NNATn,"Nicotinate-Nucleotide Adenylyltransferase",0,1000
NNMT,"Nicotinamide N-Methyltransferase",0,0.0132999999996197
NORANMT,"Noradrenaline N-Methyltransferase",0,0.0231419999973794
NOS1,"Nitric Oxide Synthase (Intermediate Forming)",0,151.735672755284
NOS2,"Nitric Oxide Synthase (No Forming)",0,151.735672755282
NOt,"Transport of Nitric Oxide (Diffusion)",-1000,1000
NP1,"Nucleotide Phosphatase",0,1000
NPTHLte,"Transport of Xenobiotic",0,0
NRPPHRSFt,"Transport of Norepinephrine Sulfate  (Diffusion)",0,0.00957599999992453
NRPPHRSULT,"Norepinephrine Sulfotransferase",0,0.00957599999992453
NRPPHRt4_2_r,"Transport of Norepinephrine  via Sodium Symport (1:2), Reversible",-1000,1000
NRPPHRtu,"Transport of Norepinephrine via Uniport",-1000,1000
NRPPHRVESSEC,"Secretion of Noradrenaline  via Secretory Vesicle (ATP Driven)",0,1000
NRVNCCOAtx,"Fatty Acid Intracellular Transport",-1000,334.161702532887
NRVNCCPT1,"Carnitine O-Palmitoyltransferase",0,0.0397963186101246
NRVNCCPT2,"Carnitine Transferase",0,0
NRVNCCRNt,"Transport into the Mitochondria (Carnitine)",0,0
NS26T2g,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase",0,0
NS26Tg,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase",0,0
NTD12,"5'-Nucleotidase (DIMP)",0,0
NTD1m,"5'-Nucleotidase (dUMP), Mitochondrial",0,1000
NTD2e,"5'-Nucleotidase (UMP), Extracellular",0,386.891448087489
NTD2l,"5'-Nucleotidase (UMP), Lysosomal",0,1000
NTD2m,"5'-Nucleotidase (UMP), Mitochondrial",0,1000
NTD3l,"5'-Nucleotidase (dCMP), Lysosomal",0,0
NTD4e,"5'-Nucleotidase (CMP), Extracellular",0,0
NTD4l,"5'-Nucleotidase (CMP), Lysosomal",0,1000
NTD5l,"5'-Nucleotidase (dTMP), Lysosomal",0,1000
NTD5m,"5'-Nucleotidase (dTMP), Mitochondrial",0,1000
NTD6l,"5'-Nucleotidase (dAMP), Lysosomal",0,0
NTD7e,"5'-Nucleotidase (AMP), Extracellular",0,386.891486151461
NTD7l,"5'-Nucleotidase (AMP), Lysosomal",0,1000
NTD8l,"5'-Nucleotidase (dGMP), Lysosomal",0,0
NTD9e,"5'-Nucleotidase (GMP), Extracellular",0,0
NTD9l,"5'-Nucleotidase (GMP), Lysosomal",0,1000
NTMELYStner,"Protein Trimethyl Lysine Transport (Nucleus to Endoplasmatic Reticulum)",0,0
NTP3e,"Nucleoside-Triphosphatase (GTP)",0,0
NTPP10,"Nucleoside Triphosphate Pyrophosphorylase (dITP)",0,0
NTPP11,"Nucleoside Triphosphate Pyrophosphorylase (XTP)",0,0
NTPP9,"Nucleoside Triphosphate Pyrophosphorylase (ITP)",0,0
O16G1e,"Oligo-1, 6-Glucosidase (Glygn4 -> Glygn5), Extracellular",0,0
O16G2e,"Oligo-1, 6-Glucosidase (Strch2 ->Strch3), Extracellular",0,0
O2St,"Transport of peroxide Anion via Diffusion, Extracellular",0,1000
O2Stm,"Transport of peroxide Anion via Diffusion, Mitochondrial",-20,1000
O2Stn,"Transport of peroxide Anion via Diffusion, Nuclear",0,1000
O2Stx,"Transport of peroxide Anion via Diffusion, Peroxisomal",0,1000
O2ter,"Transport of Oxygen, Endoplasmic Reticulum",-576.769540240951,1000
O2tm,"Transport of Oxygen, (Diffusion)",-1000,1000
O2tn,"Transport of Oxygen, Nuclear",-500,259.722693891126
O2tp,"Transport of Oxygen, Peroxisomal",-1000,1000
OAGD3te,"Transport of 9-O-Acetylated Gd3",0,44.2151235352545
OAGD3tg,"Transport of 9-O-Acetylated Gd3, Golgi Apparatus",-44.2151235352541,0
OAGT3te,"Transport of 9-O-Acetylated Gt3",0,35.6161394009331
OAGT3tg,"Transport of 9-O-Acetylated Gt3, Golgi Apparatus",-35.6161394009328,0
OCBTm,"Ornithine Carbamoyltransferase, Irreversible",0,77.1413271628175
OCCOAtm,"Octanoyl Coenzyme A Transport, Diffusion",0,577.326980317007
OCCOAtx,"Fatty Acid Intracellular Transport",-547.698461896433,1000
OCDCAtr,"Fatty Acid Transport via Diffusion",-1000,1000
OCDCEAtr,"Fatty Acid Transport via Diffusion",-1000,1000
OCOAT1m,"3-Oxoacid Coa-Transferase",0,1000
OCTAt,"Octanoate Transport via Diffusion",-1000,1000
ODECOAtx,"Fatty Acid Intracellular Transport",-334.575887132664,385.239097235652
OIVD1m,"2-Oxoisovalerate Dehydrogenase (Acylating",0,0.0917699999999946
OIVD2m,"2-Oxoisovalerate Dehydrogenase (Acylating",0,0.0452199999990706
OIVD3m,"2-Oxoisovalerate Dehydrogenase (Acylating",0,0.021280000001525
OMEPRAZOLEte,"Transport of Xenobiotic",0,0
ONPTHLte,"Transport of Xenobiotic",0,0
OPAHir,"5-Oxoproline Amidohydrolase (ATP-Hydrolysing) (Ir)",0,1000
ORETNF,"4-Oxo-Retinoic Acid Formation (Oxidation)",0,0.000665000000026339
ORETNF2,"13-Cis-4-Oxo-Retinoic Acid Formation (Oxidation)",0,0.000665000000026339
ORETNtn,"4-Oxo-Retinoic Acid Transport, Nuclear",0,0.00133000000005268
ORETNtn2,"13-Cis-4-Oxo-Retinoic Acid Transport, Nuclear",0,0.00133000000005268
ORNt3m,"Ornithine Mitochondrial Transport via Proton Antiport",-1000,1000
ORNt4m,"Ornithine Mitochondrial Transport Exchange with Citruline",-1000,1000
ORNTArm,"Ornithine Transaminase Reversible, Mitochondrial",-583.187078762747,0.059850000001475
ORNtiDF,"Ornithine Transport via Diffusion (Extracellular to Cytosol)",0,1000
ORPT,"Orotate Phosphoribosyltransferase",-318.551082298986,0
OXAHCOtex,"Oxalate Transport via Bicarbonate Antiport",0,1000
OXAtp,"Oxalate Transport Out of Peroxisome",0,802.624555148974
P45011A1m,"Cytochrome P450 11A1, Mitochondrial [Precursor]",0,110.302608557954
P45011B11m,"Steroid 11-Beta-Hydroxylase",0,101.724091453541
P45011B12m,"Steroid 11-Beta-Hydroxylase",0,101.724091453532
P45011B21m,"Steroid 11-Beta-Hydroxylase",0,98.6935946507295
P45017A1r,"Cytochrome P450 17A1",0,104.177904985618
P45017A2r,"Cytochrome P450 17A1",0,104.177904985613
P45017A3r,"Cytochrome P450 17A1",0,104.177904985618
P45017A4r,"Cytochrome P450 17A1",0,104.177904985615
P45019A1r,"Aromatase",0,99.8877808700338
P45019A2r,"Aromatase",0,99.8877808700308
P4501B1r,"Cytochrome P450 1B1",0,96.2139184384104
P45021A1r,"Steroid 21-Hydroxylase",0,101.72409145353
P45021A2r,"Steroid 21-Hydroxylase",0,101.724091453545
P45027A11m,"5-Beta-Cholestane-3-Alpha, 7-Alpha, 12-Alpha-Triol 27-Hydroxylase",0,98.8573308298965
P45027A12m,"5-Beta-Cholestane-3-Alpha, 7-Alpha, 12-Alpha-Triol 27-Hydroxylase",0,1000
P45027A13m,"5-Beta-Cholestane-3-Alpha, 7-Alpha, 12-Alpha-Triol 27-Hydroxylase",0,1000
P45027A14m,"5-Beta-Cytochrome P450, Family 27, Subfamily A, Polypeptide 1",0,105.062421151108
P45027A15m,"5-Beta-Cytochrome P450, Family 27, Subfamily A, Polypeptide 1",0,1000
P45027A16m,"Cytochrome P450 27",0,1000
P45027A1m,"Cytochrome P450 27",0,112.756013611472
P4502A6,"Cytochrome P450 2A6",0,0
P4502C18,"Cytochrome P450 2C18",0,0
P4502C19,"Cytochrome P450 2C19",0,0
P4502C8,"Cytochrome P450 2C8",0,0
P4502C9,"Cytochrome P450 2C9",0,0
P4502C92,"Cytochrome P450 2C9",0,0
P4502C93,"Cytochrome P450 2C9",0,0
P4502C94,"Cytochrome P450 2C9",0,0
P4502D6,"Cytochrome P450 2D6",0,0
P4502E1,"Cytochrome P450 2E1",0,0
P4502F1,"Cytochrome P450 2F1",0,0
P45039A1r,"Oxysterol 7-Alpha-Hydroxylase",0,106.752938450209
